"RespondentID","age","male","race_black","educ_r","inc_r","commutetrip","city","overall1_1","overall2_1","triprating_1","cr_rider","cr_line","cr_min_late","cr_min_travel","trx_time","cityserv_comb","mayor_app_comb","treat_2","party","ideo","polinfo","voted","hwtravel_delay","delay_comb","delay_source","delay_line","delay_comb_log","waittraveltime_comb","waittravel_source","waittraveltime_comb_log","runningvar_comb","runningvar_comb_min"
3085497460,3,0,0,1,0.5,1,"Somerville",0.166666666666667,0.166666666666667,0.833333333333333,0,NA,NA,NA,NA,6,0.75,0,-1,0,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085518848,3,1,0,1,0,1,"Boston",0.666666666666667,0.666666666666667,0.833333333333333,0,NA,NA,NA,"2015-03-19 17:07:29",4,0.5,0,-1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085534055,3,1,NA,NA,0.75,1,"",0.5,0.666666666666667,0.5,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085555638,4,0,NA,NA,0.5,1,"Brockton",0,0.333333333333333,0.166666666666667,0,NA,NA,NA,"2015-03-18 06:29:15",NA,NA,0,NA,NA,NA,0,9.53333333333333,9.53333333333333,"Subway","Red Line",2.35454483192476,15.4833333333333,"Subway",2.80234976940061,-192,-3.2
3085565738,5,0,0,0.8,1,1,"Reading",0,0,0,1,"Haverhill Line",24,98,NA,4,1,0,1,0.333333333333333,0.8,1,NA,24,"CR","Haverhill Line",3.2188758248682,98,"CR",4.59511985013459,NA,NA
3085605053,4,1,NA,NA,1,0,"Milton",0.666666666666667,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085690294,3,0,1,1,0.5,1,"Boston",0.333333333333333,0.666666666666667,0.833333333333333,0,NA,NA,NA,"2015-03-26 07:28:32",6,NA,0,-1,0,0.8,1,3.85,3.85,"Subway","Red Line",1.57897870494939,27.4666666666667,"Subway",3.34873381212641,224,3.73333333333333
3085703193,2,0,0,1,0.25,0,"Malden",0.666666666666667,0.333333333333333,0.666666666666667,0,NA,NA,NA,NA,6,0.75,0,-1,0.333333333333333,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085730956,5,1,0,0.8,0.75,1,"Weymouth",0.833333333333333,0.666666666666667,0.833333333333333,0,NA,NA,NA,"2015-03-17 07:10:33",6,0,0,1,1,0.6,1,3.45,3.45,"Subway","Red Line",1.49290409617815,29.5666666666667,"Subway",3.41991009059431,327,5.45
3085744034,5,0,1,0.4,0.5,1,"Boston",0.666666666666667,0.833333333333333,0.833333333333333,0,NA,NA,NA,"2015-03-18 07:02:15",5,0.75,0,-1,0.166666666666667,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085766332,3,0,NA,NA,0.75,0,"Weymouth",0.166666666666667,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085901388,2,1,0,0.8,0,1,"Boston",0.666666666666667,0.666666666666667,0.333333333333333,0,NA,NA,NA,"2015-03-18 08:13:01",4,NA,0,-1,0,0.4,1,3.16666666666667,3.16666666666667,"Subway","Red Line",1.42711635564015,11.65,"Subway",2.53765721517353,67,1.11666666666667
3086017452,2,0,NA,NA,0.75,0,"Methuen",0.833333333333333,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3086260431,3,1,NA,NA,0.5,1,"Boston",0.5,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3086297328,6,0,0,0.4,0,0,"Arlington",0.833333333333333,0.666666666666667,0.666666666666667,0,NA,NA,NA,"2015-03-24 11:49:42",6,0.75,0,0,0.666666666666667,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3086505318,5,1,0,0.8,1,1,"Arlington",0.666666666666667,0.666666666666667,0.833333333333333,0,NA,NA,NA,"2015-03-18 10:10:43",6,1,0,-1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3086543072,4,0,NA,NA,0,0,"Boston",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
