"RecipientID","age","male","race_1","race_2","race_3","race_4","race_5","race_5_TEXT","race_6","race_7","race_black","latino","educ_r","inc_r","DL_indiv","DL_house","auto_house","smartphone","commutetrip","tripfreq_1","city","optin","overall1_1","overall2_1","triprating_1","rating_1","rating_5","wait1","cr_rider","cr_line","cr_min_late","cr_min_travel","cr_min_benchmark","trx_time","next_train","prev_train","start_mode","start_line","hw_mean","hw_bench","hw_perf","hw_guess","hw_guess_min","hw_mean_min","traveltime_mean","traveltime_guess","traveltime_bench","traveltime_bench_guess","traveltime_perf","cityserv_comb","mayor_app_comb","treat_2","party","ideo","polinfo","voted","cr_min_late.1","hwtravel_delay","hwtravel_delay_log","delay_comb","delay_source","delay_line","delay_comb_log","delay_comb_dev","delay_comb_bin","delay_comb_bin2","hwtraveltime","waittraveltime_comb","waittravel_source","waittraveltime_comb_log","runningvar_comb","runningvar_comb_min"
"MLRP_a5bi0NwM8YpHolD",1,0,0,0,0,0,0,"",1,NA,0,0,NA,1,1,3,2,1,1,7,"2176",0,0.833333333333333,0.666666666666667,0.666666666666667,0.833333333333333,0.5,5,0,NA,NA,NA,NA,"2015-08-18 06:28:00",NA,NA,"Bus","131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_a8EUK7cJzCeZ7QF",1,0,0,0,0,0,0,"",1,NA,0,0,0.4,0.25,1,2,1,2,0,4,"1801",1,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,10,0,NA,NA,NA,NA,"2015-08-14 09:53:00",NA,NA,"Bus","134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,1,1,1,0.666666666666667,0.8,1,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_a92ZhjxVtGcdFfT",NA,1,0,0,0,0,0,"",1,NA,0,0,0.8,1,1,3,3,1,1,7,"1536",1,0.333333333333333,0.666666666666667,0.166666666666667,1,0.666666666666667,1,1,"Framingham/Worcester Line",0,88,88,NA,NA,NA,"Commuter Rail","Framingham/Worcester Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,0.5,0,-1,0,0.8,1,0,NA,NA,0,"CR","Framingham/Worcester Line",0,-74.4545454545455,0,0,NA,88,"CR",4.48863636973214,NA,NA
"MLRP_a9JoUh1VyIW07xr",0.25,1,NA,NA,NA,NA,NA,"",1,NA,0,1,0.8,0.5,1,2,3,2,1,7,"02149",1,0.666666666666667,0.833333333333333,1,1,0.833333333333333,1,0,NA,NA,NA,NA,"2015-08-18 07:33:00","2015-08-18 07:34:53","2015-08-18 07:30:04","Subway","Orange Line",289,360,0,113,1.88333333333333,4.81666666666667,569.2,515,582.6,576,0.976999656711294,0.833333333333333,1,0,-1,1,0.2,1,NA,-2.13333333333334,0,-2.13333333333334,"Subway","Orange Line",0,-2.59270833333333,0,0,10.4666666666667,10.4666666666667,"Subway",2.43944427571124,-113,-1.88333333333333
"MLRP_a9uYpmkRl8ZZBl3",NA,0,0,0,0,0,0,"",1,NA,0,0,NA,0,2,1,1,2,0,NA,"2116",0,0.666666666666667,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_aaV4THCLbB8b7qB",0.5,1,0,0,0,0,0,"",1,NA,0,0,NA,0.5,1,3,3,1,1,7,"2453",0,0.333333333333333,0.333333333333333,0.833333333333333,0.833333333333333,0.833333333333333,10,0,NA,NA,NA,NA,NA,NA,NA,"Bus","505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_abHqNqnzvh2BAUt",0.5,0,0,0,0,0,0,"",1,NA,0,0,0.4,0.75,1,2,1,1,1,6,"02155-5623",1,0.666666666666667,0.666666666666667,0.666666666666667,1,0.333333333333333,2,0,NA,NA,NA,NA,NA,NA,NA,"Subway","Red Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0.5,0,-1,0.166666666666667,1,1,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_ac9gOPTgt7UXCrH",1,1,0,0,0,0,0,"",1,NA,0,0,0.6,0.75,1,2,3,1,1,7,"2341",1,0.333333333333333,0.5,0.833333333333333,1,0.833333333333333,3,1,"Kingston/Plymouth Line",NA,NA,NA,NA,NA,NA,"Commuter Rail","Kingston/Plymouth Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.75,0,1,0.666666666666667,0.8,1,NA,NA,NA,NA,"CR","Kingston/Plymouth Line",NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_aeDdZMIfJrKUrid",0.75,1,0,0,0,0,0,"",1,NA,0,0,NA,1,1,3,3,1,1,7,"MA",0,0.5,NA,NA,NA,NA,25,1,"Providence/Stoughton Line",NA,NA,NA,NA,NA,NA,"Commuter Rail","Providence/Stoughton Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR","Providence/Stoughton Line",NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_aeFlbgYyRXZDF0V",0.75,0,1,NA,1,NA,NA,"",NA,NA,1,1,NA,0,1,2,1,1,0,NA,"02118",0,0.666666666666667,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_aeYZcR9CCLhJ3x3",1,0,0,0,0,0,0,"",1,NA,0,0,NA,0,2,1,1,1,0,3,"2472",0,0.833333333333333,0.833333333333333,0.833333333333333,0.666666666666667,1,2,0,NA,NA,NA,NA,"2015-08-16 21:11:00",NA,NA,"Bus","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_afmq2hZo2zhBJU9",1,1,0,0,0,0,0,"",1,NA,0,0,0.8,1,1,3,3,1,1,5,"2042",1,0.833333333333333,0.666666666666667,0.833333333333333,0.833333333333333,0.666666666666667,4,1,"Greenbush Line",NA,NA,NA,"2015-08-18 07:39:00",NA,NA,"Commuter Rail","Greenbush Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,1,1,1,0.833333333333333,0.8,1,NA,NA,NA,NA,"CR","Greenbush Line",NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_afpx8vUmNCcOKAR",0.75,0,0,0,0,0,0,"",1,NA,0,0,NA,0.5,1,2,1,2,1,7,"-2144",0,0.833333333333333,0.833333333333333,0.833333333333333,0.666666666666667,0.666666666666667,5,0,NA,NA,NA,NA,"2015-08-21 08:02:00",NA,NA,"Subway","Red Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_ag8srEkCfELr3ed",1,1,0,0,0,0,1,"Latino",0,NA,0,1,NA,0.75,1,3,3,1,1,6,"2908",0,0.166666666666667,0,0.166666666666667,0.166666666666667,0.333333333333333,50,1,"Providence/Stoughton Line",0,107,107,NA,NA,NA,"Commuter Rail","Providence/Stoughton Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,"CR","Providence/Stoughton Line",0,-141.904761904762,0,0,NA,107,"CR",4.68213122712422,NA,NA
"MLRP_agwXRI3cUJ69azX",1,0,0,0,0,0,0,"",1,NA,0,0,NA,1,1,3,3,1,1,7,"2045",0,0.666666666666667,0.333333333333333,0.666666666666667,0.833333333333333,0.666666666666667,5,1,"Greenbush Line",0,58,58,NA,NA,NA,"Commuter Rail","Greenbush Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,"CR","Greenbush Line",0,-38.1818181818182,0,0,NA,58,"CR",4.07753744390572,NA,NA
"MLRP_agyHbXtlcU5hUtD",0.5,1,0,1,0,0,0,"",0,NA,0,0,NA,0.75,1,4,2,1,0,NA,"2446",0,0.833333333333333,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_ah3JtCwva8Ycrzf",1,1,0,0,0,0,0,"",1,NA,0,0,NA,1,1,4,4,1,0,NA,"1721",0,0.833333333333333,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_ahf3jJwXdJmL217",0.75,1,NA,NA,NA,NA,NA,"",1,NA,0,1,1,1,1,3,3,1,0,2,"02474",1,0.666666666666667,0.666666666666667,0.5,0.666666666666667,0.666666666666667,5,0,NA,NA,NA,NA,"2015-08-18 07:32:00",NA,NA,"Subway","Red Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,0.75,0,-1,0,1,1,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_aVkJpsBsjyhYZjn",1,0,0,0,0,0,0,"",1,NA,0,0,NA,0.5,1,3,1,2,0,NA,"2122",0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_aVNP3PQCjul3BeB",0.25,1,NA,NA,NA,NA,NA,"",1,NA,0,1,1,1,1,2,1,1,0,4,"02215",1,0.333333333333333,0.333333333333333,0.833333333333333,1,0.833333333333333,1,0,NA,NA,NA,NA,NA,NA,NA,"Bus","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,0,0.5,0.8,1,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_aXJFjDjux1NIAsJ",1,0,0,0,0,0,0,"",1,NA,0,0,NA,0.5,1,4,4,1,1,7,"1906",0,0.166666666666667,0.833333333333333,0.666666666666667,0.5,0.5,10,0,NA,NA,NA,NA,NA,NA,NA,"Bus","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_aXmvEzsJ7vv0Iuh",NA,0,0,0,0,0,0,"",1,NA,0,0,NA,NA,1,2,2,2,0,NA,"2445",0,0.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_b163IkT2LdJlE5T",1,1,0,0,0,0,0,"",1,NA,0,0,0.8,1,1,2,2,1,1,6,"2081",1,1,0.833333333333333,0.833333333333333,1,0.833333333333333,2,1,"Franklin Line",0,65,65,NA,NA,NA,"Commuter Rail","Franklin Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,0.5,1,-1,0.5,0.4,1,0,NA,NA,0,"CR","Franklin Line",0,-41.0454545454545,0,0,NA,65,"CR",4.18965474202643,NA,NA
"MLRP_b1HM138bF4BSv41",0.5,0,0,0,0,0,0,"",1,NA,0,0,0.8,1,1,4,1,1,0,2,"2144",1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,5,0,NA,NA,NA,NA,"2015-08-19 16:59:00",NA,NA,"Subway","Red Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,0.75,NA,-1,0.333333333333333,0.8,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_b2XVeVvoTfze62x",0.75,1,0,0,0,0,0,"",1,NA,0,0,0.8,0.75,1,3,2,2,1,7,"2144",1,0.666666666666667,0.666666666666667,0.5,0.333333333333333,0.833333333333333,8,1,"Fitchburg Line",0,67,67,"2015-08-20 08:27:00",NA,NA,"Commuter Rail","Fitchburg Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,1,0,-1,0,0.8,1,0,NA,NA,0,"CR","Fitchburg Line",0,-50.5909090909091,0,0,NA,67,"CR",4.21950770517611,NA,NA
"MLRP_b470kOPXCted9T7",0.5,0,0,0,0,0,0,"",1,NA,0,0,0.8,1,1,3,3,1,1,7,"2043",1,0.333333333333333,0.666666666666667,0.333333333333333,0.833333333333333,0.833333333333333,5,0,NA,NA,NA,NA,NA,NA,NA,"Ferry","F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,0.75,0,-1,0,0.8,1,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_b4pTOPunAq3XxpH",0.5,1,0,0,0,0,0,"",1,NA,0,0,NA,1,1,3,2,1,0,NA,"2474",0,0.833333333333333,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_b4q5x4uoUHwiFUh",1,0,0,0,0,0,0,"",1,NA,0,0,NA,0,2,1,1,2,0,2,"2130",0,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,0,0,NA,NA,NA,NA,NA,NA,NA,"Subway","Orange Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_b75qVAaFmD46iAB",0.75,0,0,0,0,0,0,"",1,NA,0,0,NA,1,1,3,3,1,1,7,"2025",0,0.666666666666667,NA,NA,NA,NA,5,1,"Greenbush Line",0,59,59,NA,NA,NA,"Commuter Rail","Greenbush Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,"CR","Greenbush Line",0,0,0,0,NA,59,"CR",4.0943445622221,NA,NA
"MLRP_b9jERKyyfOYGAMR",1,1,0,0,0,0,0,"",1,NA,0,0,NA,0.75,1,2,2,1,1,7,"2360",0,0.166666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,5,1,"Kingston/Plymouth Line",0,59,59,NA,NA,NA,"Commuter Rail","Kingston/Plymouth Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,"CR","Kingston/Plymouth Line",0,0,0,0,NA,59,"CR",4.0943445622221,NA,NA
"MLRP_ba46PTnK5gqLEhL",0.75,0,0,0,0,0,0,"",1,NA,0,0,NA,0.75,1,3,3,1,1,7,"2301",0,0.333333333333333,0.5,0.333333333333333,0.166666666666667,0.5,15,1,"Middleborough/Lakeville Line",7,65,58,NA,NA,NA,"Commuter Rail","Middleborough/Lakeville Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,NA,NA,7,"CR","Middleborough/Lakeville Line",2.07944154167984,6.68181818181818,2,3,NA,65,"CR",4.18965474202643,NA,NA
"MLRP_baxF3hh7dztDUqN",0.25,0,0,0,1,0,0,"",0,NA,1,0,NA,0.25,2,3,3,1,1,7,"2121",0,0.833333333333333,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,"Bus","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_bBkBGYcLDEr0S6p",NA,1,0,0,0,0,0,"",1,NA,0,0,NA,NA,1,3,3,1,0,NA,"2347",0,0.333333333333333,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_bBnacrBqKqmRs7X",1,1,0,0,0,0,0,"",1,NA,0,0,0.8,0.5,2,2,2,2,1,7,"2189",1,0.833333333333333,0.833333333333333,0.833333333333333,0.666666666666667,0.833333333333333,2,0,NA,NA,NA,NA,"2015-08-20 06:28:00",NA,NA,"Subway","Red Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,0.5,1,-1,0,0.6,1,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_bCpzVYdvuayf83j",1,1,0,0,0,0,1,"This is not relevant to a survey re MBTA serving the general public.",0,NA,0,NA,NA,NA,1,3,3,1,1,7,"2360",0,0.5,0.333333333333333,0.666666666666667,1,0.333333333333333,5,1,"Kingston/Plymouth Line",0,58,58,NA,NA,NA,"Commuter Rail","Kingston/Plymouth Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,"CR","Kingston/Plymouth Line",0,0,0,0,NA,58,"CR",4.07753744390572,NA,NA
"MLRP_bCTcvhmqvnjmabz",0.5,NA,0,0,0,1,0,"",1,NA,0,0,1,0.75,1,3,2,1,1,6,"2169",1,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,5,0,NA,NA,NA,NA,"2015-08-18 06:56:00",NA,NA,"Subway","Red Line",NA,NA,NA,NA,NA,NA,1631.5,NA,1630.5,NA,1.00061330880098,0.833333333333333,0.75,0,-1,0,1,1,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_bdcCiTKrGILNYqN",0.5,0,0,0,0,0,0,"",1,NA,0,0,0.8,0.5,1,3,2,1,1,7,"2134",1,0.833333333333333,0.833333333333333,1,1,0.833333333333333,4,0,NA,NA,NA,NA,"2015-08-17 16:27:00","2015-08-17 16:38:41","2015-08-17 16:25:09","Silver Line","SL1/SL2 (Waterfront)",812,240,1,701,11.6833333333333,13.5333333333333,21.3333333333333,19,19,19,1.12280701754386,0.666666666666667,NA,NA,-1,0,0.8,0,NA,9.6833333333333,2.36868489469857,9.6833333333333,"Subway","Red Line",2.36868489469857,NA,2,3,12,12,"Subway",2.56494935746153,111,1.85
"MLRP_bDCjgd4fORl0V7f",0.5,1,0,0,0,0,1,"hispanic",0,NA,0,1,NA,0,2,2,1,1,0,NA,"2131",0,0.166666666666667,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_bdODtmjIeiDL9gp",0.25,0,0,0,0,0,1,"hispanic",0,NA,0,1,0,0.25,2,3,3,1,1,9,"2150",1,0.666666666666667,0.833333333333333,0.666666666666667,0.666666666666667,0.666666666666667,10,0,NA,NA,NA,NA,"2015-08-17 16:22:00",NA,NA,"Bus","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,0.5,NA,-1,0.666666666666667,0.4,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_beDHIHeHHVlHxQx",0.25,1,0,0,0,0,0,"",1,NA,0,0,1,0.25,1,3,1,1,1,6,"2139",1,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.666666666666667,5,0,NA,NA,NA,NA,"2015-08-17 21:45:00",NA,NA,"Silver Line","SL1/SL2 (Waterfront)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,0.5,0,-1,0,0.6,1,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_beE9HlwwfFiS5WB",1,0,0,0,0,0,0,"",1,NA,0,0,NA,1,2,1,1,1,0,2,"2478",0,0.833333333333333,0.833333333333333,0.833333333333333,0.5,0.666666666666667,10,0,NA,NA,NA,NA,NA,NA,NA,"Bus","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_bf6T9AZc3c498RD",0.75,1,NA,NA,NA,NA,NA,"",1,NA,0,1,1,0.75,1,3,3,1,1,7,"01432",1,0.333333333333333,0.166666666666667,0.333333333333333,0.833333333333333,0.5,3,1,"Fitchburg Line",0,90,90,NA,NA,NA,"Commuter Rail","Fitchburg Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0.25,1,-1,0,1,1,0,NA,NA,0,"CR","Fitchburg Line",0,-18.1363636363636,0,0,NA,90,"CR",4.51085950651685,NA,NA
"MLRP_bfStFt05pqLQfpX",1,1,0,0,0,0,0,"",1,NA,0,0,NA,NA,1,3,3,1,1,7,"2186",0,0.333333333333333,0.333333333333333,0.833333333333333,0.666666666666667,0.5,10,1,"Providence/Stoughton Line",0,68,68,NA,NA,NA,"Commuter Rail","Providence/Stoughton Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,"CR","Providence/Stoughton Line",0,-4.8,0,0,NA,68,"CR",4.23410650459726,NA,NA
"MLRP_bg9JR5MfsmyvFQN",0.75,0,NA,NA,NA,NA,NA,"",1,NA,0,1,NA,0.75,1,5,4,1,1,7,"01844",0,0.333333333333333,NA,NA,NA,NA,10,1,"Haverhill Line",NA,NA,NA,NA,NA,NA,"Commuter Rail","Haverill Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR","Haverhill Line",NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_bgA0Z7gfOV5RjPD",1,1,0,0,0,0,1,"mixed heritage",0,NA,0,0,0.8,0.5,1,3,2,1,1,7,"2478",1,0.666666666666667,1,0.833333333333333,0.833333333333333,0.5,10,0,NA,NA,NA,NA,"2015-08-18 08:47:00","2015-08-18 08:54:34","2015-08-18 08:38:29","Bus","73",965,240,1,454,7.56666666666667,16.0833333333333,904.5,897,882.5,863,1.02492917847025,0.333333333333333,0,NA,0,0.5,0.8,1,NA,6.13333333333334,1.9647786333597,6.13333333333334,"Subway","Red Line",1.9647786333597,NA,2,3,22.5166666666667,22.5166666666667,"Subway",3.15770938963071,-454,-7.56666666666667
"MLRP_bHLd5fihRK4UlXT",0.25,0,0,0,0,0,1,"Latino",0,NA,0,1,NA,0.75,1,2,1,1,0,2,"2139",1,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.5,5,0,NA,NA,NA,NA,NA,NA,NA,"Bus","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,NA,NA,0,0,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_bIBg1hgZLse1jH7",0.75,1,0,0,0,0,0,"",1,NA,0,0,NA,NA,1,3,3,2,1,7,"1432",0,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,0.333333333333333,8,1,"Fitchburg Line",0,96,96,NA,NA,NA,"Commuter Rail","Fitchburg Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,"CR","Fitchburg Line",0,-25.7727272727273,0,0,NA,96,"CR",4.57471097850338,NA,NA
"MLRP_bIUR7SHSNCsBjc9",0.5,1,0,0,0,0,0,"",1,NA,0,0,NA,1,1,3,3,1,1,7,"2364",0,0.666666666666667,0.5,0.666666666666667,0.833333333333333,0.833333333333333,7,1,"Providence/Stoughton Line",2,74,72,"2015-08-19 07:41:00",NA,NA,"Commuter Rail","Providence/Stoughton Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,2,"CR","Providence/Stoughton Line",1.09861228866811,-30.5454545454545,0,1,NA,74,"CR",4.31748811353631,NA,NA
"MLRP_bjCUwn63LKDErOt",1,1,0,0,0,0,0,"",1,NA,0,0,NA,0.75,1,2,1,2,1,7,"2072",0,0.5,0.166666666666667,0.666666666666667,0.666666666666667,0.666666666666667,20,1,"Providence/Stoughton Line",NA,NA,NA,NA,NA,NA,"Commuter Rail","Providence/Stoughton Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"CR","Providence/Stoughton Line",NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_bJFwlmJ3lB84XRj",0.75,1,0,0,0,0,0,"",1,NA,0,0,0.8,0.75,NA,3,3,1,1,7,"2464",1,0.333333333333333,0.666666666666667,0.5,0.5,0.5,10,0,NA,NA,NA,NA,"2015-08-11 08:11:00",NA,NA,"Subway","Green Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,0.5,1,-1,0.5,0.8,1,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA
"MLRP_bJmbk3k5GqMkc8l",0.75,0,0,0,0,0,0,"",1,NA,0,0,NA,NA,1,3,3,1,1,7,"1701",0,0.833333333333333,0.833333333333333,0.833333333333333,1,0.833333333333333,5,1,"Framingham/Worcester Line",0,102,102,NA,NA,NA,"Commuter Rail","Framingham/Worcester Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,"CR","Framingham/Worcester Line",0,-3.81818181818182,0,0,NA,102,"CR",4.63472898822964,NA,NA
